"OBJECTID","nom_rio"
35756,"Tram de_( RIU DE BERASTI )"
35757,"BARRANC DE BAÜRSI"
35758,"Tram de_( BARRANC DE BAÜRSI )"
35761,"Tram de_( RIU DE BERASTI )"
35762,"Tram de_( RIU DE BERASTI )"
35763,"Tram de_( LA NOGUERA PALLARESA )"
35771,"RIU DE SANTA MAGDALENA"
35778,"Tram de_( RIU DE SANTA MAGDALENA )"
35787,"BARRANC DEL FORCAT"
35791,"Tram de_( BARRANC DEL FORCAT )"
35820,"BARRANC DE LA MATA FONT DE FORAT"
35821,"Tram de_( BARRANC DE LA MATA FONT DE FORAT )"
35832,"LA NOGUERA DE VALLFERRERA"
35835,"BARRANC DE BESAN"
35836,"Tram de_( BARRANC DE BESAN )"
35839,"BARRANC DE BUSCALLADO"
35840,"Tram de_( BARRANC DE BUSCALLADO )"
35841,"Tram de_( BARRANC DE BUSCALLADO )"
35842,"LA NOGUERA DE TOR"
35845,"BARRANC DE BOIXEDO"
35846,"Tram de_( BARRANC DE BOIXEDO )"
35848,"Tram de_( LA NOGUERA DE TOR )"
35850,"BARRANC DE GERRI"
35851,"Tram de_( BARRANC DE GERRI )"
35852,"Tram de_( SIN NOMBRE )"
35853,"Tram de_( SIN NOMBRE )"
35854,"Tram de_( BARRANC DE GERRI )"
35856,"RIU DE SALICS"
35857,"Tram de_( RIU DE SALICS )"
35867,"Tram de_( LA NOGUERA DE VALLFERRERA )"
35868,"Tram de_( SIN NOMBRE )"
35870,"BARRANC DE LLORIGA"
35871,"Tram de_( BARRANC DE LLORIGA )"
35872,"Tram de_( LA NOGUERA DE VALLFERRERA )"
35874,"Tram de_( LA NOGUERA DE VALLFERRERA )"
35875,"BARRANC DE CRUSOS"
35876,"Tram de_( BARRANC DE CRUSOS )"
35878,"Tram de_( LA NOGUERA DE VALLFERRERA )"
35880,"BARRANC DE BEDET"
35882,"Tram de_( BARRANC DE BEDET )"
35883,"BARRANC DEL TORN"
35884,"Tram de_( BARRANC DEL TORN )"
35888,"BARRANC DE SOTLLO"
35889,"Tram de_( BARRANC DE SOTLLO )"
35890,"Tram de_( BARRANC DE SOTLLO )"
35891,"Tram de_( SIN NOMBRE )"
35892,"BARRANC D'ARESTE"
35894,"Tram de_( BARRANC D'ARESTE )"
35895,"BARRANC D'ARCALIS"
35896,"Tram de_( BARRANC D'ARCALIS )"
35897,"Tram de_( BARRANC D'ARCALIS )"
35898,"Tram de_( BARRANC D'ARCALIS )"
35899,"RIU DE BAIAU"
35900,"Tram de_( RIU DE BAIAU )"
35901,"Tram de_( RIU DE BAIAU )"
35902,"Tram de_( RIU DE BAIAU )"
35907,"RIU D'ESTAON"
35908,"Tram de_( RIU D'ESTAON )"
35915,"TORRENT D'ENTRERRIUS"
35916,"Tram de_( TORRENT D'ENTRERRIUS )"
35917,"Tram de_( TORRENT D'ENTRERRIUS )"
35921,"TORRENT D'ESTERRI"
35922,"BARRANC DE LA MOLINA"
35924,"Tram de_( BARRANC DE LA MOLINA )"
35925,"Tram de_( TORRENT D'ESTERRI )"
35931,"RIU D'ESTANILLES"
35932,"Tram de_( RIU D'ESTANILLES )"
35933,"RIU DE LLADORRE"
35935,"Tram de_( RIU DE LLADORRE )"
35936,"Tram de_( RIU DE LLADORRE )"
35938,"RIU DE PIULORA"
35939,"Tram de_( RIU DE PIULORA )"
35943,"RIU DE NOARRE"
35945,"Tram de_( RIU DE NOARRE )"
35946,"RIU DE GUEROSSO"
35948,"Tram de_( RIU DE GUEROSSO )"
35950,"TORRENT DE CRESTUIS"
35951,"Tram de_( TORRENT DE CRESTUIS )"
35952,"RIU DEL PORT"
35953,"Tram de_( RIU DEL PORT )"
35954,"Tram de_( RIU DEL PORT )"
35955,"BARRANC DE VEDOS"
35956,"Tram de_( BARRANC DE VEDOS )"
35957,"TORRENT DE LA ROIA DE MOLLAS"
35959,"Tram de_( TORRENT DE LA ROIA DE MOLLAS )"
35960,"Tram de_( SIN NOMBRE )"
35961,"Tram de_( RIU DE LLADORRE )"
35962,"Tram de_( RIU DE LLADORRE )"
35963,"RIBERA DE BOLDIS"
35964,"Tram de_( RIBERA DE BOLDIS )"
35966,"Tram de_( RIU DE LLADORRE )"
35967,"Tram de_( RIU DE LLADORRE )"
35970,"CANAL DE SERRELLO"
35971,"Tram de_( CANAL DE SERRELLO )"
35975,"RIU DE CERTASCAN"
35977,"Tram de_( RIU DE CERTASCAN )"
35978,"Tram de_( RIU DE CERTASCAN )"
35979,"Tram de_( RIU DE CERTASCAN )"
35980,"RIUET DE LA SERRA PLANA"
35981,"Tram de_( RIUET DE LA SERRA PLANA )"
35982,"Tram de_( RIUET DE LA SERRA PLANA )"
35983,"RIU DE BROATE"
35986,"Tram de_( RIU DE BROATE )"
35987,"Tram de_( RIU DE BROATE )"
35988,"Tram de_( SIN NOMBRE )"
35989,"Tram de_( SIN NOMBRE )"
35990,"RIU DE ROMEDO"
35991,"Tram de_( RIU DE ROMEDO )"
35993,"Tram de_( RIU DE ROMEDO )"
35994,"Tram de_( SIN NOMBRE )"
35995,"Tram de_( SIN NOMBRE )"
35996,"Tram de_( RIU DE ROMEDO )"
36000,"Tram de_( LA NOGUERA PALLARESA )"
36001,"TORRENT DEL RIU"
36002,"Tram de_( TORRENT DEL RIU )"
36003,"Tram de_( SIN NOMBRE )"
36004,"RIU DE BAIASCA"
36006,"Tram de_( RIU DE BAIASCA )"
36008,"BARRANC D'ESTADINA"
36009,"Tram de_( BARRANC D'ESTADINA )"
36010,"Tram de_( BARRANC D'ESTADINA )"
36013,"BARRANC D'ENCASI"
36014,"Tram de_( BARRANC D'ENCASI )"
36015,"BARRANC DEL CARGOL"
36016,"Tram de_( BARRANC DEL CARGOL )"
36017,"BARRANC DE CULTIUS"
36018,"Tram de_( BARRANC DE CULTIUS )"
36019,"Tram de_( BARRANC DE CULTIUS )"
36020,"BARRANC DE LES AUBAGUES"
36021,"Tram de_( BARRANC DE LES AUBAGUES )"
36023,"RIU D'ESCART"
36024,"Tram de_( RIU D'ESCART )"
36026,"Tram de_( RIU D'ESCART )"
36028,"Tram de_( RIU D'ESCART )"
36029,"Tram de_( RIU D'ESCART )"
36030,"Tram de_( SIN NOMBRE )"
36031,"Tram de_( RIU D'ESCART )"
36033,"Tram de_( LA NOGUERA PALLARESA )"
36034,"Tram de_( LA NOGUERA PALLARESA )"
36036,"Tram de_( SIN NOMBRE )"
36037,"Tram de_( SIN NOMBRE )"
36042,"RIU DE PEGUERA"
36043,"Tram de_( RIU DE PEGUERA )"
36044,"Tram de_( RIU DE PEGUERA )"
36046,"Tram de_( RIU DE PEGUERA )"
36047,"Tram de_( RIU DE PEGUERA )"
36048,"Tram de_( SIN NOMBRE )"
36049,"Tram de_( SIN NOMBRE )"
36050,"Tram de_( RIU DE PEGUERA )"
36056,"RIU DE RATERA"
36057,"BARRANC DE L'ABELLER"
36058,"Tram de_( BARRANC DE L'ABELLER )"
36059,"Tram de_( RIU DE RATERA )"
36061,"RIU DE MONESTERO"
36062,"Tram de_( RIU DE MONESTERO )"
36072,"BARRANC DE LLAVORRE"
36073,"Tram de_( BARRANC DE LLAVORRE )"
36075,"BARRANC D'ESCRITA"
36076,"Tram de_( BARRANC D'ESCRITA )"
36077,"RIU D'UNARRE"
36078,"RIUET DE BURGO"
36079,"Tram de_( RIUET DE BURGO )"
36080,"BARRANC DELS PRADETS"
36081,"Tram de_( BARRANC DELS PRADETS )"
36083,"BARRANC DE LABEDO"
36084,"Tram de_( BARRANC DE LABEDO )"
36086,"BARRANC DE NYIRI"
36087,"Tram de_( BARRANC DE NYIRI )"
36088,"Tram de_( RIU D'UNARRE )"
36089,"Tram de_( RIU D'UNARRE )"
36090,"Tram de_( SIN NOMBRE )"
36091,"Tram de_( RIU D'UNARRE )"
36092,"RIU DE LA BONAIGUA"
36093,"RIU DE CABANES"
36094,"Tram de_( RIU DE CABANES )"
36095,"Tram de_( RIU DE LA BONAIGUA )"
36096,"BARRANC DE GERBER"
36097,"Tram de_( BARRANC DE GERBER )"
36098,"Tram de_( BARRANC DE GERBER )"
36099,"Tram de_( BARRANC DE GERBER )"
36100,"Tram de_( BARRANC DE GERBER )"
36101,"Tram de_( BARRANC DE GERBER )"
36102,"Tram de_( BARRANC DE GERBER )"
36103,"Tram de_( RIU DE LA BONAIGUA )"
36104,"Tram de_( RIU DE LA BONAIGUA )"
36106,"TORRENT DE BOIXERRI"
36108,"Tram de_( TORRENT DE BOIXERRI )"
36109,"RIU D'ARREU"
36111,"BARRANC DEL MUNTANYO"
36112,"Tram de_( BARRANC DEL MUNTANYO )"
36113,"Tram de_( RIU D'ARREU )"
36114,"Tram de_( RIU D'ARREU )"
36115,"RIVET D'AIROTO"
36116,"Tram de_( RIVET D'AIROTO )"
36120,"Tram de_( LA NOGUERA PALLARESA )"
36121,"BARRANC DE SOMIS"
36122,"Tram de_( BARRANC DE SOMIS )"
36123,"Tram de_( SIN NOMBRE )"
36126,"BARRANC DE PORTIERO"
36127,"Tram de_( BARRANC DE PORTIERO )"
36131,"BARRANC DE COMAMALA"
36132,"Tram de_( BARRANC DE COMAMALA )"
36133,"Tram de_( SIN NOMBRE )"
36136,"BARRANC DE VALARAN"
36137,"Tram de_( BARRANC DE VALARAN )"
36138,"Tram de_( BARRANC DE VALARAN )"
36141,"BARRANC DEL PORT DE SALAU"
36142,"Tram de_( BARRANC DEL PORT DE SALAU )"
36143,"BARRANC DELS VINYALS"
36144,"Tram de_( BARRANC DELS VINYALS )"
36145,"Tram de_( BARRANC DELS VINYALS )"
36147,"Tram de_( LA NOGUERA PALLARESA )"
36149,"TORRENT DE CIRERES"
36150,"Tram de_( TORRENT DE CIRERES )"
36155,"BARRANC DE MONTGOS"
36156,"Tram de_( BARRANC DE MONTGOS )"
36157,"TORRENT DE LLANÇANES"
36158,"Tram de_( TORRENT DE LLANÇANES )"
36159,"Tram de_( LA NOGUERA PALLARESA )"
36160,"ARRIU DE MARIMANHA"
36161,"Tram de_( ARRIU DE MARIMANHA )"
36165,"ARRIU DES BANDOLERS"
36166,"Tram de_( ARRIU DES BANDOLERS )"
36169,"Tram de_( LA NOGUERA PALLARESA )"
36170,"ARRIU DETH HORCALH"
36171,"ARRIU DE VERNATAR"
36172,"Tram de_( ARRIU DE VERNATAR )"
36173,"Tram de_( ARRIU DE VERNATAR )"
36174,"Tram de_( ARRIU DE VERNATAR )"
36175,"Tram de_( ARRIU DETH HORCALH )"
36176,"Tram de_( ARRIU DETH HORCALH )"
36177,"Tram de_( ARRIU DETH HORCALH )"
36178,"RIBERA D'ORLA"
36181,"ARRIU DE PARROS"
36182,"Tram de_( ARRIU DE PARROS )"
36184,"Tram de_( LA NOGUERA PALLARESA )"
36185,"ARRIU DE CABANES"
36186,"Tram de_( ARRIU DE CABANES )"
36188,"ARRIU DERA SERRA"
36189,"Tram de_( ARRIU DERA SERRA )"
36192,"Tram de_( LA NOGUERA PALLARESA )"
36194,"Tram de_( RIU SEGRE )"
36196,"Tram de_( RIU SEGRE )"
36198,"BARRANC DEL MU"
36199,"Tram de_( BARRANC DEL MU )"
36200,"Tram de_( BARRANC DEL MU )"
36201,"BARRANC DE CARBONERA"
36202,"Tram de_( BARRANC DE CARBONERA )"
36203,"Tram de_( RIU SEGRE )"
36204,"Tram de_( RIU SEGRE )"
36207,"BARRANC DE LES SEGUES"
36208,"Tram de_( BARRANC DE LES SEGUES )"
36211,"BARRANC DE LES PLETES"
36212,"Tram de_( BARRANC DE LES PLETES )"
36213,"BARRANC DE MALACOSTA"
36214,"Tram de_( BARRANC DE MALACOSTA )"
36215,"Tram de_( BARRANC DE MALACOSTA )"
36216,"Tram de_( BARRANC DE MALACOSTA )"
36217,"BARRANC DELS BUFONS"
36218,"Tram de_( BARRANC DELS BUFONS )"
36220,"TORRENT DE LA GRANOLLA"
36222,"Tram de_( TORRENT DE LA GRANOLLA )"
36226,"BARRANC DELS CODONYS"
36227,"Tram de_( BARRANC DELS CODONYS )"
36228,"Tram de_( BARRANC DELS CODONYS )"
36229,"Tram de_( BARRANC DELS CODONYS )"
36230,"Tram de_( BARRANC DELS CODONYS )"
36231,"Tram de_( RIU SEGRE )"
36233,"BARRANC DELS TRULLS"
36234,"Tram de_( BARRANC DELS TRULLS )"
36236,"Tram de_( RIU SEGRE )"
36237,"RIU BOIX"
36238,"BARRANC DE SANT PERE"
36239,"Tram de_( BARRANC DE SANT PERE )"
36242,"Tram de_( RIU BOIX )"
36244,"BARRANC DE LA CLUA"
36245,"Tram de_( BARRANC DE LA CLUA )"
36246,"CLOT D'AMETLLER"
36247,"BARRANC DE LA COLLADA"
36248,"Tram de_( BARRANC DE LA COLLADA )"
36249,"Tram de_( CLOT D'AMETLLER )"
36250,"Tram de_( BARRANC DE LA CLUA )"
36251,"Tram de_( BARRANC DE LA CLUA )"
36252,"Tram de_( BARRANC DE LA CLUA )"
36253,"Tram de_( SIN NOMBRE )"
36254,"Tram de_( SIN NOMBRE )"
36256,"BARRANC DE GENER"
36259,"Tram de_( BARRANC DE GENER )"
36260,"Tram de_( RIU BOIX )"
36261,"Tram de_( RIU BOIX )"
36262,"Tram de_( RIU BOIX )"
36263,"Tram de_( RIU BOIX )"
36265,"Tram de_( RIU BOIX )"
36266,"Tram de_( RIU BOIX )"
36267,"BARRANC DE SANT PERE"
36268,"Tram de_( BARRANC DE SANT PERE )"
36269,"Tram de_( BARRANC DE SANT PERE )"
36270,"Tram de_( BARRANC DE SANT PERE )"
36272,"RIU DE L'OBAC"
36273,"Tram de_( RIU DE L'OBAC )"
36275,"Tram de_( RIU BOIX )"
36278,"Tram de_( RIU BOIX )"
36279,"BARRANC DE LA COMA GRAN"
36280,"Tram de_( BARRANC DE LA COMA GRAN )"
36281,"Tram de_( BARRANC DE LA COMA GRAN )"
36283,"Tram de_( RIU SEGRE )"
36291,"BARRANC DEL PONT DE LES RAIES"
36292,"Tram de_( BARRANC DEL PONT DE LES RAIES )"
36293,"Tram de_( BARRANC DEL PONT DE LES RAIES )"
36294,"Tram de_( BARRANC DEL PONT DE LES RAIES )"
36295,"Tram de_( BARRANC DEL PONT DE LES RAIES )"
36296,"BARRANC FONTFREDA"
36297,"Tram de_( BARRANC FONTFREDA )"
36298,"Tram de_( BARRANC FONTFREDA )"
36299,"Tram de_( BARRANC FONTFREDA )"
36300,"Tram de_( BARRANC FONTFREDA )"
36307,"Tram de_( BARRANC FONTFREDA )"
36309,"BARRANC DE LES PLANES"
36310,"Tram de_( BARRANC DE LES PLANES )"
36311,"BARRANC DE LES ALIGUES"
36312,"Tram de_( BARRANC DE LES ALIGUES )"
36313,"Tram de_( BARRANC DE LES ALIGUES )"
36315,"BARRANC DE CUBER"
36316,"Tram de_( BARRANC DE CUBER )"
36318,"BARRANC DE LA JONA"
36319,"Tram de_( BARRANC DE LA JONA )"
36320,"Tram de_( BARRANC DE LA JONA )"
36321,"BARRANC DE LA FONT DELS COMS"
36322,"Tram de_( BARRANC DE LA FONT DELS COMS )"
36323,"Tram de_( BARRANC DE LA JONA )"
36324,"Tram de_( SIN NOMBRE )"
36327,"BARRANC DE LES PLETES"
36328,"Tram de_( BARRANC DE LES PLETES )"
36334,"BARRANC DE TORREBLANCA"
36335,"Tram de_( BARRANC DE TORREBLANCA )"
36338,"Tram de_( BARRANC DE TORREBLANCA )"
36339,"Tram de_( BARRANC DE TORREBLANCA )"
36340,"BARRANC DE LA TEULERA"
36341,"Tram de_( BARRANC DE LA TEULERA )"
36342,"Tram de_( BARRANC DE LA TEULERA )"
36343,"Tram de_( BARRANC DE TORREBLANCA )"
36344,"Tram de_( BARRANC DE TORREBLANCA )"
36346,"Tram de_( BARRANC DE TORREBLANCA )"
36347,"BARRANC DE LA COLOMINA"
36349,"Tram de_( BARRANC DE LA COLOMINA )"
36350,"Tram de_( BARRANC DE TORREBLANCA )"
36352,"BARRANC DEL FIDEL"
36353,"BARRANC DE CAL FORTO"
36354,"Tram de_( BARRANC DE CAL FORTO )"
36355,"Tram de_( BARRANC DEL FIDEL )"
36357,"RIU LLOBREGOS"
36358,"BARRANC DE FEMIDES"
36359,"Tram de_( BARRANC DE FEMIDES )"
36361,"TORRENT DE CABANABONA"
36362,"Tram de_( TORRENT DE CABANABONA )"
36364,"TORRENT DE VALLDORIES"
36365,"Tram de_( TORRENT DE VALLDORIES )"
36366,"Tram de_( TORRENT DE VALLDORIES )"
36367,"Tram de_( TORRENT DE VALLDORIES )"
36368,"Tram de_( TORRENT DE VALLDORIES )"
36369,"BARRANC DE SORRIBES"
36370,"Tram de_( BARRANC DE SORRIBES )"
36371,"Tram de_( TORRENT DE VALLDORIES )"
36374,"RIERA DE SANAÜJA"
36376,"RASA DE PUJOL"
36377,"Tram de_( RASA DE PUJOL )"
36380,"RASA DE COLL DE FRARES"
36381,"Tram de_( RASA DE COLL DE FRARES )"
36382,"RIERA DE SALLENT"
36383,"Tram de_( RIERA DE SALLENT )"
36389,"Tram de_( RIERA DE SANAÜJA )"
36390,"Tram de_( RIERA DE SANAÜJA )"
36394,"Tram de_( RIERA DE SANAÜJA )"
36395,"Tram de_( RIERA DE SANAÜJA )"
36399,"Tram de_( RIERA DE SANAÜJA )"
36400,"TORRENT DE GRANOLLERS"
36402,"BARRANC DE SELVANERA"
36403,"Tram de_( BARRANC DE SELVANERA )"
36404,"Tram de_( TORRENT DE GRANOLLERS )"
36405,"BARRANC DE GRANOLLERS"
36406,"Tram de_( BARRANC DE GRANOLLERS )"
36407,"Tram de_( BARRANC DE GRANOLLERS )"
36408,"TORRENT DE MASSOTERES"
36409,"Tram de_( TORRENT DE MASSOTERES )"
36410,"Tram de_( TORRENT DE MASSOTERES )"
36411,"RIERA DE BIOSCA"
36416,"Tram de_( RIERA DE BIOSCA )"
36417,"Tram de_( RIERA DE BIOSCA )"
36418,"Tram de_( RIERA DE BIOSCA )"
36419,"TORRENT DE PALOU"
36420,"Tram de_( TORRENT DE PALOU )"
36421,"Tram de_( TORRENT DE PALOU )"
36422,"Tram de_( TORRENT DE PALOU )"
36425,"Tram de_( RIU LLOBREGOS )"
36427,"RASA DE LLANERA"
36429,"Tram de_( RASA DE LLANERA )"
36430,"BARRANC DE FIGUEROLA"
36431,"Tram de_( BARRANC DE FIGUEROLA )"
36432,"Tram de_( BARRANC DE FIGUEROLA )"
36433,"Tram de_( BARRANC DE FIGUEROLA )"
36435,"RASA DE LA FONT DE VILELLA"
36436,"Tram de_( RASA DE LA FONT DE VILELLA )"
36439,"BARRANC DELS QUADROS"
36441,"Tram de_( BARRANC DELS QUADROS )"
36444,"Tram de_( RASA DE LLANERA )"
36445,"RASA DE LA ROVIRA"
36447,"RASA D'ARDEVOL"
36449,"Tram de_( RASA D'ARDEVOL )"
36450,"BARRANCO DE SANTA MARIA"
36456,"Tram de_( BARRANCO DE SANTA MARIA )"
36457,"RASA DEL MOLI DE MOIXONS"
36458,"Tram de_( RASA DEL MOLI DE MOIXONS )"
36459,"Tram de_( RASA DE LA ROVIRA )"
36460,"TORRENT DE LA GARGANTA"
36461,"Tram de_( TORRENT DE LA GARGANTA )"
36462,"CLOT DE LA COMA"
36463,"Tram de_( CLOT DE LA COMA )"
36466,"Tram de_( TORRENT DE LA GARGANTA )"
36467,"Tram de_( RIU LLOBREGOS )"
36468,"TORRENT D'ENCONILLS"
36469,"Tram de_( TORRENT D'ENCONILLS )"
36470,"TORRENT DE MORELL"
36471,"Tram de_( TORRENT DE MORELL )"
36472,"Tram de_( TORRENT DE MORELL )"
36473,"Tram de_( RIU LLOBREGOS )"
36474,"Tram de_( RIU LLOBREGOS )"
36475,"Tram de_( RIU LLOBREGOS )"
36476,"TORRENT MAGRE"
36477,"Tram de_( TORRENT MAGRE )"
36478,"TORRENT DE CAN GILET"
36479,"Tram de_( TORRENT DE CAN GILET )"
36480,"Tram de_( RIU LLOBREGOS )"
36481,"TORRENT BO"
36483,"Tram de_( TORRENT BO )"
36485,"TORRENT DE CONILL"
36486,"Tram de_( TORRENT DE CONILL )"
36487,"Tram de_( TORRENT BO )"
36489,"Tram de_( RIU LLOBREGOS )"
36491,"RIERA DE MANTELLI"
36493,"Tram de_( RIERA DE MANTELLI )"
36494,"TORRENT DE CAL MORROS"
36495,"Tram de_( TORRENT DE CAL MORROS )"
36496,"Tram de_( TORRENT DE CAL MORROS )"
36497,"TORRENT DEL FITO"
36499,"Tram de_( TORRENT DEL FITO )"
36500,"TORRENT DE GUINER"
36501,"Tram de_( TORRENT DE GUINER )"
36502,"TORRENT DELS PILOTS"
36503,"Tram de_( TORRENT DELS PILOTS )"
36507,"BARRANC DE LA GUIXERA"
36508,"Tram de_( BARRANC DE LA GUIXERA )"
36509,"BARRANC DEL CLOT D'ALBESA"
36510,"Tram de_( BARRANC DEL CLOT D'ALBESA )"
36511,"Tram de_( BARRANC DE LA GUIXERA )"
36512,"Tram de_( BARRANC DE LA GUIXERA )"
36513,"Tram de_( BARRANC DE LA GUIXERA )"
36514,"Tram de_( BARRANC DE LA GUIXERA )"
36515,"Tram de_( BARRANC DE LA GUIXERA )"
36518,"BARRANC DE VALLDANS"
36519,"Tram de_( BARRANC DE VALLDANS )"
36520,"Tram de_( RIU SEGRE )"
36521,"Tram de_( RIU SEGRE )"
36523,"Tram de_( RIU SEGRE )"
36524,"EL RIALB"
36525,"CLOT DELS FONDOS"
36526,"Tram de_( CLOT DELS FONDOS )"
36527,"Tram de_( EL RIALB )"
36530,"BARRANC DE VILARO"
36531,"Tram de_( BARRANC DE VILARO )"
36532,"BARRANC DE CORNUDELLA"
36533,"Tram de_( BARRANC DE CORNUDELLA )"
36541,"RASA DE CAL SEGARRA"
36542,"Tram de_( RASA DE CAL SEGARRA )"
36545,"BARRANC DE L'ESPLUGA DE LES CABRES"
36546,"Tram de_( BARRANC DE L'ESPLUGA DE LES CABRES )"
36548,"Tram de_( BARRANC DE L'ESPLUGA DE LES CABRES )"
36549,"BARRANC DE MAÇANERS"
36550,"Tram de_( BARRANC DE MAÇANERS )"
36551,"Tram de_( BARRANC DE MAÇANERS )"
36552,"BARRANC DE SALINOVES"
36553,"Tram de_( BARRANC DE SALINOVES )"
36557,"BARRANC DEL SERRAT DEL PEL"
36558,"Tram de_( BARRANC DEL SERRAT DEL PEL )"
36561,"LA RASETA"
36562,"Tram de_( LA RASETA )"
36565,"BARRANC DE L'HEDRA"
36566,"Tram de_( BARRANC DE L'HEDRA )"
36567,"Tram de_( BARRANC DE L'HEDRA )"
36571,"BARRANC DE FABREGADA"
36572,"Tram de_( BARRANC DE FABREGADA )"
36573,"Tram de_( EL RIALB )"
36574,"BARRANC DE MAS BARRAT"
36575,"Tram de_( BARRANC DE MAS BARRAT )"
36580,"TORRENT DE GAVARRA"
36581,"TORRENT DE CARREU"
36582,"Tram de_( TORRENT DE CARREU )"
36583,"TORRENT DEL TEIX"
36584,"Tram de_( TORRENT DEL TEIX )"
36586,"TORRENT DEL FAI"
36587,"Tram de_( TORRENT DEL FAI )"
36588,"BARRANC DE RELLA"
36589,"Tram de_( BARRANC DE RELLA )"
36590,"TORRENT D'ISOT"
36591,"TORRENT DE LA MALESA"
36592,"Tram de_( TORRENT DE LA MALESA )"
36593,"Tram de_( TORRENT D'ISOT )"
36594,"Tram de_( TORRENT DE GAVARRA )"
36596,"Tram de_( EL RIALB )"
36597,"Tram de_( EL RIALB )"
36601,"Tram de_( EL RIALB )"
36602,"BARRANC DE LES COLLADETES"
36604,"Tram de_( BARRANC DE LES COLLADETES )"
36605,"RASA DEL COLL D'ESPINA"
36606,"Tram de_( RASA DEL COLL D'ESPINA )"
36607,"RIU DE PUJALS"
36608,"Tram de_( RIU DE PUJALS )"
36609,"Tram de_( RIU DE PUJALS )"
36610,"CLOT D'ESPINAUBA"
36611,"Tram de_( CLOT D'ESPINAUBA )"
36612,"Tram de_( SIN NOMBRE )"
36613,"Tram de_( CLOT D'ESPINAUBA )"
36614,"BARRANC DE L'OBAGA"
36615,"Tram de_( BARRANC DE L'OBAGA )"
36617,"Tram de_( RIU SEGRE )"
36619,"TORRENT DE MORAGUER"
36620,"Tram de_( TORRENT DE MORAGUER )"
36621,"Tram de_( TORRENT DE MORAGUER )"
36622,"Tram de_( RIU SEGRE )"
36623,"BARRANC DE LA FONT"
36624,"Tram de_( BARRANC DE LA FONT )"
36629,"BARRANC DE LA BASTIDA"
36630,"Tram de_( BARRANC DE LA BASTIDA )"
36631,"Tram de_( BARRANC DE LA BASTIDA )"
36634,"Tram de_( RIU SEGRE )"
36635,"Tram de_( RIU SEGRE )"
36636,"Tram de_( RIU SEGRE )"
36637,"RIERA DE MADRONA"
36638,"Tram de_( RIERA DE MADRONA )"
36640,"Tram de_( RIERA DE MADRONA )"
36641,"BARRANC DE GUARDIOLA"
36642,"Tram de_( BARRANC DE GUARDIOLA )"
36644,"Tram de_( RIERA DE MADRONA )"
36646,"BARRANC DE SANGRA"
36647,"Tram de_( BARRANC DE SANGRA )"
36648,"Tram de_( BARRANC DE SANGRA )"
36649,"BARRANC DE MAÇANA"
36650,"Tram de_( BARRANC DE MAÇANA )"
36651,"Tram de_( RIERA DE MADRONA )"
36652,"BARRANC DE PINELL"
36653,"Tram de_( BARRANC DE PINELL )"
36654,"RASA DE LA CASETA"
36655,"Tram de_( RASA DE LA CASETA )"
36656,"Tram de_( BARRANC DE PINELL )"
36657,"Tram de_( BARRANC DE PINELL )"
36658,"Tram de_( SIN NOMBRE )"
36659,"Tram de_( SIN NOMBRE )"
36660,"Tram de_( SIN NOMBRE )"
36661,"Tram de_( BARRANC DE PINELL )"
36662,"BARRANC DEL GASPAR"
36663,"Tram de_( BARRANC DEL GASPAR )"
36664,"Tram de_( BARRANC DEL GASPAR )"
36665,"RASA DE PUJOL"
36666,"Tram de_( RASA DE PUJOL )"
36667,"Tram de_( RASA DE PUJOL )"
36669,"BARRANC DE LA FORADADA"
36670,"Tram de_( BARRANC DE LA FORADADA )"
36671,"BARRANC DE SANT TIRS"
36673,"Tram de_( BARRANC DE SANT TIRS )"
36674,"Tram de_( BARRANC DE SANT TIRS )"
36675,"Tram de_( SIN NOMBRE )"
36676,"Tram de_( SIN NOMBRE )"
36677,"Tram de_( BARRANC DE SANT TIRS )"
36678,"Tram de_( BARRANC DE SANT TIRS )"
36687,"TORRENT DE RIUDEBAS"
36689,"Tram de_( TORRENT DE RIUDEBAS )"
36690,"Tram de_( TORRENT DE RIUDEBAS )"
36691,"RASA DE MONTJUIC"
36692,"Tram de_( RASA DE MONTJUIC )"
36694,"RASA DE CAL CERDA"
36695,"Tram de_( RASA DE CAL CERDA )"
36696,"RASA DE LA PASTERA"
36697,"Tram de_( RASA DE LA PASTERA )"
36698,"RIBERA SALADA"
36699,"Tram de_( RIBERA SALADA )"
36700,"Tram de_( RIBERA SALADA )"
36701,"Tram de_( RIBERA SALADA )"
36703,"RASA DE LA CODINA"
36704,"Tram de_( RASA DE LA CODINA )"
36705,"Tram de_( RIBERA SALADA )"
36706,"RASA DE COSCOLLOLA"
36707,"Tram de_( RASA DE COSCOLLOLA )"
36708,"Tram de_( RASA DE COSCOLLOLA )"
36709,"RASA DELS PICONS"
36710,"Tram de_( RASA DELS PICONS )"
36713,"RASA DE PAMPE"
36714,"Tram de_( RASA DE PAMPE )"
36715,"Tram de_( RASA DE COSCOLLOLA )"
36716,"RASA DE SOLANES"
36717,"Tram de_( RASA DE SOLANES )"
36718,"Tram de_( RASA DE COSCOLLOLA )"
36719,"Tram de_( RASA DE COSCOLLOLA )"
36723,"Tram de_( RIBERA SALADA )"
36725,"TORRENT DE LA VILA"
36727,"Tram de_( TORRENT DE LA VILA )"
36728,"Tram de_( TORRENT DE LA VILA )"
36729,"RASA DEL PONT DE L'HOSTAL"
